"tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
0.0674022824605187 -0.0325344358911239 -0.0833073281576369 -0.20055779327781 -0.0737531704996254 -0.248776059401095 0.691181541717579 -0.0502587947594813 0.0392263085002507 -0.796446224729107 -0.819895396020173 -0.77340709745245 0.13056288456513 0.00525867679242075 -0.018428541454755 -0.354785213100432 -0.337848291960807 -0.592154201658213 -0.00199850618380403 -0.112204162798934 0.11910005087781 -0.490077444432277 -0.439306398686167 -0.362528208941787 -0.071224909201585 -0.0921000229474928 -0.102006380542588 -0.542819922594813 -0.633867353506628 -0.540182794004035 -0.0758002105027089 -0.116826479265706 -0.0758002105027089 -0.116826479265706 -0.389203393388184 -0.343884387215735 -0.234582069581902 -0.374832329663401 -0.59142223315562 -0.621304194446686 -0.247398485535159 -0.145478934589914 -0.359791872452738 -0.184831245718674 -0.100340228827666 -0.255140458533141 -0.374012619378098 -0.364851585475792 -0.551720763585014 -0.394228808916427 -0.354890339789683 -0.632184267581844 -0.40758630760317 -0.47509549357147 -0.346064356914697 -0.519874512813545 -0.428095814804323 -0.430666547671182 -0.152052421041499 -0.243156726504899 -0.32313858401902 -0.378720300763689 -0.450352121370029 -0.437457202999712 -0.616342026491354 -0.656566473550432
0.17999301170088 -0.0222193886522138 -0.107546182215836 -0.211414588681818 -0.0660608855771261 -0.258010975431848 0.845590488387097 -0.177109006824927 -0.038591717218217 -0.942967209061584 -0.920174664956012 -0.898139452492669 0.112635045836628 0.0461226135727566 0.0409509283752493 -0.29413379192 -0.26439400193956 -0.557302818592082 -0.0461200458281525 -0.0658453539583284 0.0913339892079179 -0.461887140389736 -0.380150661684164 -0.3244817186739 -0.0647188068647713 -0.0966692654167449 -0.0861118754679472 -0.496686796456012 -0.588712538844164 -0.499676384197478 -0.113625349643109 -0.207629790882962 -0.113625349643109 -0.207629790882962 -0.328438712422375 -0.279427340721994 -0.217610699871261 -0.351090541712023 -0.545221708284751 -0.576341104018358 -0.236924713046598 -0.11028266425132 -0.356479298857185 -0.203998901178299 -0.105222503440176 -0.269266299730499 -0.320968702621408 -0.297118605812053 -0.517812799655425 -0.330749188190909 -0.279822109367367 -0.595847101580176 -0.378180678953959 -0.428654282460411 -0.307912542551613 -0.492344335171554 -0.363078986211144 -0.396119452380059 -0.18903315062827 -0.34488505943607 -0.256761628732258 -0.316602829635367 -0.418006079639003 -0.422996443718768 -0.575884935506745 -0.608532519492669
0.204691076258278 -0.0176421631271324 -0.104177807321192 -0.242251749866556 -0.104629996125728 -0.292741986433113 0.796908729072848 -0.147949599881788 -0.0286450186878808 -0.948580112384106 -0.931812738178808 -0.908963881837748 0.113767035893742 0.0339092049045695 0.0457505965870166 -0.303079990568013 -0.266690018855894 -0.544463272848013 -0.0523141146734437 -0.0560007676662252 0.0852173586121523 -0.490454180931126 -0.417669730534437 -0.353476327205629 -0.0979642660196689 -0.0601222850136093 -0.0535758634927152 -0.497149232473179 -0.588461429754636 -0.509537138794702 -0.151629715805464 -0.240184824561921 -0.151629715805464 -0.240184824561921 -0.33166237211457 -0.278795388972848 -0.274425858871523 -0.388837020860199 -0.548782406771854 -0.576064774713709 -0.257849438540397 -0.138706728903974 -0.365204098322517 -0.238025945312914 -0.146532253300099 -0.313550274851987 -0.330546051919536 -0.301542125206622 -0.505294404397351 -0.337963064640258 -0.279563327140331 -0.582733606903973 -0.396037049447351 -0.45031325820106 -0.335635054308278 -0.523689307839735 -0.407892644517881 -0.422178000725166 -0.215713389423179 -0.375936212453311 -0.262905741567748 -0.306459091429403 -0.442451286285166 -0.462368481576556 -0.580354183516556 -0.601875870913907
0.220583544984615 -0.0165725093767108 -0.108319038281846 -0.293218052738769 -0.106039803781846 -0.297380303490769 0.808135592246154 -0.163663214636 -0.0133083973696397 -0.952943456892308 -0.939509052892308 -0.918614774276923 0.100720159133015 0.0668858311252662 0.0276961397718154 -0.347122453464615 -0.277379773692923 -0.581517098273846 -0.0260252694129538 -0.0802170714443077 0.0831598692119692 -0.492302219366769 -0.389774323911385 -0.375023508982154 -0.0815958976121846 -0.0486839020760308 -0.0594767822457846 -0.510030066602154 -0.615312317117046 -0.532608456723077 -0.185488697528892 -0.283691672751077 -0.185488697528892 -0.283691672751077 -0.362461728394769 -0.326989305852523 -0.270852254588708 -0.387045415802769 -0.567661278196923 -0.603834765431692 -0.310242497318154 -0.149376832346277 -0.398057816265231 -0.288682942702923 -0.143315350271262 -0.304215845278369 -0.376176362975415 -0.314112129963385 -0.544938190305231 -0.376141354253271 -0.287212013255538 -0.6171132848 -0.408709497165569 -0.459857694609846 -0.364707580211077 -0.521872114269231 -0.360869930945538 -0.439743529953846 -0.263589225972154 -0.409890336308 -0.313767149902985 -0.351067135085231 -0.454212398201846 -0.451715786732308 -0.603943738335908 -0.633642168776923
0.234022337857143 -0.0177286653366883 -0.104869480841558 -0.372144196204935 -0.229147933736396 -0.380406546350974 0.716822783918831 -0.0745053963149351 0.0361430804203247 -0.955861375746753 -0.938764417142857 -0.921621880551948 0.111402246081169 0.0348486569630292 0.0433545898414935 -0.414007569591558 -0.37490984332013 -0.616967215016234 -0.0411051032154545 -0.0613065839505779 0.0901789079123377 -0.558189761519805 -0.469339124906818 -0.446481988338961 -0.0690763732655844 -0.0686251711980519 -0.0485631892210714 -0.568975541886364 -0.649523491746753 -0.581238821535714 -0.283790487475942 -0.366317118985714 -0.283790487475942 -0.366317118985714 -0.434085294573377 -0.398551426620617 -0.363889600277597 -0.467073948029805 -0.613022706494481 -0.64154041448474 -0.388204256524026 -0.266946851450455 -0.459444729122078 -0.367908963592532 -0.26047774584513 -0.391050955507792 -0.442760912366977 -0.410312648045455 -0.585135922216883 -0.437396673648052 -0.379455211371623 -0.64795879818539 -0.477574171345455 -0.515572056396429 -0.42933589248513 -0.586349331180844 -0.451724759886364 -0.50607327361526 -0.345615534127597 -0.479456951844805 -0.389231943402338 -0.416575165853701 -0.51765805838961 -0.529079441554545 -0.644156125921104 -0.665129380482143
0.243678286085409 -0.0177326932559982 -0.106982303461566 -0.407082249876512 -0.232340331779146 -0.391375060341993 0.709691287747331 -0.0784466355765124 0.0212475619040214 -0.961675161601424 -0.946810986298932 -0.925721293879004 0.0813079638437722 0.0511059421807473 0.0135088654877936 -0.446222652043416 -0.379447079754096 -0.629163958573879 -0.0393229915606975 -0.0760875834868327 0.0938513847342509 -0.584455582854092 -0.504703381826335 -0.431782326418861 -0.0879942235300356 -0.059987291399516 -0.0580584503361566 -0.580778782455516 -0.66295911244484 -0.587668005505338 -0.303440369886975 -0.402961993098221 -0.303440369886975 -0.402961993098221 -0.45122514577153 -0.426688630630605 -0.391091620086192 -0.495240343518292 -0.624075912181495 -0.656731670007117 -0.431573552905338 -0.27445076949274 -0.479491845565836 -0.399789173623132 -0.261318482773665 -0.395431497315907 -0.473865312218861 -0.411964570948043 -0.601777814160142 -0.467986350143772 -0.387015331594306 -0.655345897238434 -0.50814766505694 -0.54209630840427 -0.431694647484448 -0.611037328288256 -0.490613159646975 -0.487120811259075 -0.388526799897865 -0.506761212542349 -0.415376799393594 -0.446763797420641 -0.541738101188612 -0.553912352394662 -0.6602157545 -0.677849827194769
0.25199392221519 -0.0188363329534842 -0.109759976363291 -0.461437418489557 -0.310248073662563 -0.461474155756329 0.673314169050633 -0.0241010016816456 0.0925022824119082 -0.96059220443038 -0.946529345917722 -0.928140589743671 0.100581995598734 0.0406771749287342 0.0141315805350633 -0.499623958543987 -0.434383939499051 -0.66693818492943 -0.0261385051891456 -0.0753849197558861 0.0910939437374367 -0.622129973601266 -0.5474386667725 -0.506200469597468 -0.0822709015627215 -0.0517114568531646 -0.0425242093731646 -0.617179182993671 -0.691130554275316 -0.626464992409399 -0.375359802403722 -0.446266309560127 -0.375359802403722 -0.446266309560127 -0.50579601684019 -0.470764565234177 -0.449539106737025 -0.536320636183544 -0.660152924701266 -0.678737396477532 -0.484763295876582 -0.351265820016456 -0.538527073977848 -0.454392169598734 -0.334923224586266 -0.46555584302019 -0.524199097126266 -0.469266024939873 -0.643426353832279 -0.519404787337975 -0.4355204858575 -0.689283542240506 -0.546806272404747 -0.582289687699842 -0.499750150195886 -0.648356208908228 -0.534249452178797 -0.556755068477848 -0.430943444791772 -0.543711074893671 -0.464654097151899 -0.483967539453481 -0.578083882196519 -0.591611245844937 -0.682765055936709 -0.697404107439873
0.259554610154799 -0.0200914589900402 -0.107934077458204 -0.546989897766344 -0.403394906781827 -0.531509881760062 0.526174508557276 0.0293180422806192 0.128780113943034 -0.966239847987616 -0.954969544643963 -0.936488839814241 0.0789092572082972 0.0289786113168111 -0.00728346044124458 -0.567951929178328 -0.52333004737709 -0.716008339397214 -0.0446206222104644 -0.0695891194860681 0.0899797730944272 -0.660530601953251 -0.612192230963158 -0.587164186495975 -0.0874857788526316 -0.0516970896647059 -0.0519946988349845 -0.674352786171517 -0.737530787452012 -0.6904101393387 -0.467812322339319 -0.528705497739938 -0.467812322339319 -0.528705497739938 -0.576732230091951 -0.552568802228483 -0.524315492495666 -0.595112200606811 -0.71055612903096 -0.727959674797214 -0.564465877550464 -0.437735177213932 -0.598514960132817 -0.541919794335294 -0.425095601083901 -0.535454497302724 -0.591614751349226 -0.549412291168421 -0.694749686665325 -0.582551218405418 -0.527711360850774 -0.736253543618576 -0.604970025902477 -0.644219198909288 -0.576369443925697 -0.680366786470588 -0.599780477861393 -0.630667348454799 -0.519830775806501 -0.609233427847059 -0.547685235645511 -0.562772141191331 -0.637207275988545 -0.640256135932198 -0.731965207566254 -0.743169393475542
0.264731934908537 -0.0185240450059146 -0.108099647204268 -0.693424557372256 -0.596758332817927 -0.67924290218628 0.447641785393293 0.150782481302134 0.202056788990854 -0.969662406890244 -0.959737974786585 -0.948197951737805 0.0835315871022561 0.0162527280431707 -0.00238108767618902 -0.709775650886463 -0.670219970737195 -0.799535642763719 -0.0303300178368537 -0.0774160510976524 0.0843282314692073 -0.768748626182927 -0.728033325223171 -0.716272176982622 -0.101519165669207 -0.0447185691679573 -0.0510638566099695 -0.774719455335366 -0.820404369871951 -0.793527967691768 -0.638875565722866 -0.67780143389939 -0.638875565722866 -0.67780143389939 -0.712357451375 -0.691083605240854 -0.666483703243598 -0.712359036219512 -0.80345121454878 -0.813180695463415 -0.703491356169817 -0.617540824179268 -0.724085565160366 -0.690748692368598 -0.612431014664634 -0.682330024426219 -0.724707041998476 -0.688816527838719 -0.785421153204268 -0.720752580328049 -0.672705950791768 -0.812453313509146 -0.725927085908537 -0.753350202472561 -0.709630795777439 -0.783757129579268 -0.718203834440244 -0.745822491118902 -0.67103394504878 -0.732707440092378 -0.689313526204878 -0.695666168346646 -0.743698252533537 -0.743464748375 -0.816937122780488 -0.822051011234756
0.269022777240437 -0.0167328960531148 -0.106367388886885 -0.770468785434153 -0.675951090472131 -0.737980615338798 0.56461552320765 0.0619330760555429 0.155344924458579 -0.978374140081967 -0.963726548989071 -0.951700208852459 0.0940221563017213 0.00150354310212295 -0.018412100641 -0.779821147125683 -0.742614996314481 -0.843384256710383 -0.0313448134862022 -0.0759569809978142 0.079791425901776 -0.813552470967213 -0.791934386604918 -0.766711306666667 -0.0994210539749918 -0.0466863466585519 -0.0491009779418579 -0.825054442724044 -0.85609111436612 -0.833183256921585 -0.716471173743989 -0.752889018846995 -0.716471173743989 -0.752889018846995 -0.777105928147814 -0.767897805692077 -0.742703433192377 -0.766651861276776 -0.843948372284153 -0.849244000245355 -0.779704078317486 -0.700166824971639 -0.777928881013934 -0.767902480443989 -0.6848560555653 -0.73832519223224 -0.792542381664208 -0.758209144606557 -0.831337369800546 -0.786725329105464 -0.74376413790082 -0.854233430734153 -0.784007328283607 -0.806994428333333 -0.767821533625956 -0.824405490956284 -0.786552089747705 -0.788815975398907 -0.749552128337158 -0.794062870169399 -0.765565082172131 -0.772610234026776 -0.794411930997268 -0.790693964224044 -0.852260203240437 -0.856252102644809
